par_id,text,keyword,country_code,true_label,pred_label,confidence,correct,error_type
8744,"Black grew up in the neighbourhood around the church , where he would eat Franklin 's cooking at lavish meals she provided for the community and the homeless each Thanksgiving and Christmas . "" She made the best oxtail soup , with that cornbread , and it was to die for , "" he recalled . "" It would be so much food that you would n't know what to do . """,homeless,in,0,1,0.97115445,False,False Positive (wrongly flagged)
9759,This has created anger -- especially among the young in our society -- deepened by the seeming hopelessness of their circumstances .,hopeless,za,0,1,0.9707609,False,False Positive (wrongly flagged)
9687,"In his condolence message , he said , "" All our sympathies are with the poor families as we are standing in cohesion with the Egyptian government and the people in this hour of grief . """,poor-families,pk,0,1,0.9704338,False,False Positive (wrongly flagged)
9116,"There is a saying that goes "" A friend in need is a friend indeed . "" This means , a good friend is the one who rescues a friend trapped in unsolved problems .",in-need,tz,0,1,0.9693452,False,False Positive (wrongly flagged)
8982,"It is hard to imagine how someone can go from having a home one day and be out on the street the next week . Many homeless start out with jobs and stable residences . But then , social and particularly money shortage , "" economic necessities "" cause a rapid and deteriorating change .",homeless,lk,0,1,0.9690638,False,False Positive (wrongly flagged)
10270,"The hopelessness of the situation for young adults has led to the term "" timepass "" , which denotes time spent in unproductive jobs or pursuits , waiting for the career break . Graduates entering an economy that does n't require them has sparked another : "" PhD baristas "" .",hopeless,au,0,1,0.9684516,False,False Positive (wrongly flagged)
9267,"CAPE TOWN , SOUTH AFRICA : At Cape Town 's Nazareth House , a care home for dozens of vulnerable , disabled and orphaned children , feeding time is executed with military precision .",disabled,pk,0,1,0.9683613,False,False Positive (wrongly flagged)
9732,""" It 's the politicians that have no faith in the people . All we hear from them is negativity . If you keep feeding negativity , the response is a people who are tired , bored and feeling hopelessness . Give the people something to strive for . Build youth centres . There are sooooo many talented youth . Jamaica must stop bad-mouthing ALL youth . The majority just want one simple thing and that is , A CHANCE . """,hopeless,jm,0,1,0.96822965,False,False Positive (wrongly flagged)
9353,"But more than taking personal strength from the heroines of Philippine culture , Alma finds greater inspiration in being able to share her skills to build on the dreams of women and children , "" I look at art not as a career but as a spiritual expression . Art should bring out what is innately beautiful , especially to those who are hopeless . """,hopeless,ph,0,1,0.965012,False,False Positive (wrongly flagged)
9341,""" T-Bird was observant but soft spoken . Only among his friends would you hear him involved in loud talking . He was very caring and he did not allow anyone to change his character and style . He stood for high principles even if it meant he would stand alone . He showed love and respect to all those around him . He was the Godfather for most of the poor families in the community and was always the provider for his family , "" Dillon said .",poor-families,jm,0,1,0.9634017,False,False Positive (wrongly flagged)
9891,"Meanwhile , Dr. Thomas told JIS News that the seminar was staged for all well- thinking Jamaicans with a passion for helping this vulnerable group .",vulnerable,jm,0,1,0.9633456,False,False Positive (wrongly flagged)
8973,The UN has failed to settle the Kashmir and Palestine disputes . Atrocities committed by India and Israel in these regions are gaining momentum . Palestinian and Kashmiris are living in fear and hopelessness . The current situation displays the dismal picture of abuse of power . The silence of the international community is incomprehensible . These are Muslim-majority areas and it seems that the world has no interest in the problems faced by Muslims .,hopeless,pk,0,1,0.9620872,False,False Positive (wrongly flagged)
9443,"Thus , the constitution to be , must contain no priestly doctrines , which brainwash public in to pessimism , fatalism and listlessness . In modern world , the king has become the politician , yet , his extant status continues , virtually , to be same , with no subjection to change . The constitutional contents must contain a foundation to battle with priestly doctrines , which produce rulers of despotism and which seed innocent people in the soil of sub-normality , racial hatred , religious antagonism and make them barren and hopeless . Constitution is not only a powering document , but also an educating instrument .",hopeless,lk,0,1,0.961953,False,False Positive (wrongly flagged)
8838,""" I always consider this job as a gift , being a nurse is a reward and task given by God to help those who are in need . Seeing your patient recover from an illness , watching their families smile when you give them care , and hearing the first cry of a newborn are just some of the things that make my work special . It might be a heavy work but it can lighten your heart , "" she expressed .",in-need,ph,0,1,0.9619372,False,False Positive (wrongly flagged)
9130,"In another development , Eiremiokhae was also bestowed with a Humanitarian Award by the Trinity International University of Ambassadors also in Georgia for his works of charity and care for widows and the vulnerable .",vulnerable,ng,0,1,0.96158135,False,False Positive (wrongly flagged)
9829,"I have been looking to see if Ojinga 's son and daughters , Kalonzo 's children would be among these jobless and hopeless looking demonstrators.As usual , they are nowhere to be seen.At the end of the day , having demonstrated all day on empty stomach , their children and wives are asking the goons for money to buy unga for dinner answer hakuna ! ? Meanwhile , Ojinga and his NASWA team and of course families retire to their posh homes in Karen and after dinner , they have enough to throw away or feed the dogs while the demonstrators sleep hungry.This is replicated every time there is a demonstration in our city and towns across the country . Due to lack of the basic necessities , the demonstrator resorts to looting and stealing.The rest is history .",hopeless,ke,0,1,0.9607216,False,False Positive (wrongly flagged)
8873,"On the occasion , Major Fahad also distributed ration among the 40 poor families present at the medical camp . He said that army had been struggling to protect and serve the people of Swat and had stood by them in every troubled hour . People hoped that more such free medical camps would be arranged in the future .",poor-families,pk,0,1,0.9580748,False,False Positive (wrongly flagged)
10090,""" We have identified extremely poor families , orphaned children , the elderly and those living with HIV/AIDS but with no source of income . We will give them priority to enable them get treated whenever they fall sick , "" he said .",poor-families,ke,0,1,0.9580714,False,False Positive (wrongly flagged)
9517,"BANTAYAN ISLAND , Cebu -- When Supertyphoon "" Yolanda "" ( international name : Haiyan ) pummeled the Visayas in November 2013 , the eyes of the world and much of the international aid that poured into the country centered in Tacloban City -- one of the areas severely hit by the strongest storm that made landfall on record . But not so far away , in a small island at the northern end of Cebu , the suffering of thousands of families left devastated and homeless by the typhoon was just as valid , sans the media spotlight .",homeless,ph,0,1,0.9562093,False,False Positive (wrongly flagged)
8391,Marcos said the government should help poor families that try every possible means to survive . With Joel Zurbano <h> More from this Category :,poor-families,ph,0,1,0.95406,False,False Positive (wrongly flagged)
8514,"Campaigners say over the years thousands of women , especially those from poor families , have been discarded by their husbands in this manner . Many have been rendered destitute , with nowhere to go , or have been forced to return to their parental homes or fend for themselves .",poor-families,gb,0,1,0.9532195,False,False Positive (wrongly flagged)
8578,""" The fact is that ruthless smugglers are preying on desperate migrants and refugees with no regard at all for human dignity , "" said Michele Sison , the US Deputy Ambassador to the UN .",refugee,jm,0,1,0.9523328,False,False Positive (wrongly flagged)
10355,""" For more than 100 years , St. Bernard Hospital has delivered care with dignity to anyone in need . Today 's news reports stating a patient was "" kicked out "" are simply and completely untrue .",in-need,us,0,1,0.9510694,False,False Positive (wrongly flagged)
9715,"Jobs on their own are n't sufficient . Little acknowledges that four out of every 10 children in poverty have parents who work , which shows that not all jobs are equal , and not all jobs are good for poor families . But tell him he 's dreaming if he thinks every parent will miraculously be offered the opportunity to take a decently-paid , secure job with child-appropriate scheduling and hours per week , and flexi-time .",poor-families,nz,0,1,0.9495855,False,False Positive (wrongly flagged)
9549,"Usually children of poor families remember their parents ' struggles and become generous to them as poverty early in life drove them to success . It is the children of the rich that feel a sense of entitlement that mostly becomes ungrateful to their parents . The same children that inflated their school fees and shared it equally with the bursar , regardless of their fathers ' sweat on the farm .",poor-families,ng,0,1,0.94933337,False,False Positive (wrongly flagged)
9411,""" The boxing community is wonderful at helping those in need , today is a prime example .",in-need,ph,0,1,0.94626915,False,False Positive (wrongly flagged)
8610,"Dacawi practically pioneered the concept of civic or community journalism in the city by writing on the plight of indigent patients , other people in need and worthwhile causes that moved people to respond .",in-need,ph,0,1,0.94532585,False,False Positive (wrongly flagged)
9543,"Many of the children are from poor families , with parents convinced their children will have a better life at the orphanage , according to Lumos .",poor-families,au,0,1,0.9409027,False,False Positive (wrongly flagged)
8566,"On Oct. 1 , at the Working America blog , a community affiliate of the AFL-CIO , New Hampshire writer Susan Bruce attempted to make sense of the outrage : "" The lack of compassion is troubling but the level of anger is even more disconcerting . I suspect that the anger some people have for the homeless is fueled by their own fears that they are only a paycheck or two away from being homeless themselves . """,homeless,us,0,1,0.94005793,False,False Positive (wrongly flagged)
10338,"IN 2004 , a small group of women from St John 's Anglican Church in Hervey Bay decided to meet together to sew clothes and bedding for orphan children and poor families being cared for by Australian volunteers in Tanzania , East Africa .",poor-families,au,0,1,0.93968296,False,False Positive (wrongly flagged)
10268,""" This new project will see an active engagement with the community to help improve the lives of vulnerable children and their families . "" <h> ' Enlightened local authorities '",vulnerable,gb,0,1,0.93946797,False,False Positive (wrongly flagged)
8901,""" You also get to meet a lot of people "" enthuses Kanthi . Kanthi , has not only grasped the opportunity to meet a lot of people through dancing , but has also used the chance to reach out to those in need of help . The proceeds from ' Step by step ' will be in aid of the Society for Uplift and Rehabilitation of Leprosy Patients ( SUROL ) .",in-need,lk,0,1,0.93536156,False,False Positive (wrongly flagged)
9148,"Earlier at the ceremony , Azlan , who is also Pauh assemblyman , handed out daily necessities donated by NCIA to 102 poor families in the state constituency .",poor-families,my,0,1,0.9336338,False,False Positive (wrongly flagged)
8560,"As leaders , we will personally support victims but we ask the government to also help . We are going to clear all victims ' hospital bills and we want to ensure that those left homeless receive shelter .",homeless,ke,0,1,0.9326258,False,False Positive (wrongly flagged)
9386,"A happy day it was indeed when a 31 homeless street dogs found their forever homes in the loving arms of the kind children and adults who visited Embark 's ' Adopt A Dog Day ' at Lyceum International School , Nugegoda on the 15th of September . Students from grades 1 to 8 were invited to attend along with their families and friends . The organizers were delighted by the fact that all the puppies and adult dogs who had been put up for adoption found good homes and new families in record time . In fact , Embark ran out of dogs as the demand was so high , but this was just the first adoption day of many more to come at the Lyceum Schools , so everyone who missed out can find their forever friends at future adoption days .",homeless,lk,0,1,0.93139964,False,False Positive (wrongly flagged)
10091,"My own sense of revulsion grew last night after my wife returned from a Delhi home for the blind where children live in squalid , cramped conditions , Braille books were missing , and unpaid teachers were absent . "" House mothers "" paid for by foreign donors were missing and these vulnerable children were left alone at night protected only by a low-paid security guard .",vulnerable,gb,0,1,0.92749757,False,False Positive (wrongly flagged)
8502,""" The government needs to come forward , and it needs to give resources to legal aid , so that those women and those families have their basic human rights and safety met , around representation and justice , the ability to navigate that Goliath of an office with a great deal of power , and to ensure they have the education and the advocacy that they need . "" <h> Child and Youth Advocate responds",women,ca,0,1,0.92465705,False,False Positive (wrongly flagged)
10248,The effect of opening the armouries to the homeless will be to close the armouries to the surrounding community -- taking from one group to give to another . <h> More from the Toronto Star &amp; Partners <h> LOADING,homeless,ca,0,1,0.9242369,False,False Positive (wrongly flagged)
8677,REUTERSThe hands of a homeless man are seen as he rests inside an overcrowded shelter set up by the city hall in Bucharest as temperatures plunge to minus 16 degrees Celsius .,homeless,za,0,1,0.9233103,False,False Positive (wrongly flagged)
9546,"Soles4Souls , the Nashville-based charity that distributes a pair of shoes every seven seconds to people in need , has put a call out for donations as the organization is literally "" running out of shoes . """,in-need,us,0,1,0.9231957,False,False Positive (wrongly flagged)
8446,"Sami , who was an 18-year old new immigrant to Christchurch at the time of Aaliyah 's death , excited about setting up a new life and her pregnancy , has also suffered from the tragedy , he said .",migrant,nz,0,1,0.921653,False,False Positive (wrongly flagged)
8453,""" This incident will not tear us down but rather strengthen us as an organization . We will continue our mission of helping Veterans in need . It is through your generous donations and the volunteers in Chapter 84 that we have been able to provide transportation service for Veterans to their appointments at VA facilities and to build wheel chair ramps at no cost to the Veteran . There is scarcely a family in Alexander County that has not witnessed Chapter 84 's Honor Guard perform Military Rites at a loved ones funeral . Last year , Chapter 84 voted to support ' Dental Care for Veterans , ' a program that is getting underway by the DAV Department of North Carolina . Through this program , Veterans will be able to receive primary dental care at no charge .",in-need,au,0,1,0.91908026,False,False Positive (wrongly flagged)
9875,"Columns <h> Poor , pregnant and homeless",homeless,jm,0,1,0.9184337,False,False Positive (wrongly flagged)
8655,"E-mail Address : * <h> A clinic called "" Hope "" helps a Syrian refugee boy cope with diabetes",refugee,ke,0,1,0.91798806,False,False Positive (wrongly flagged)
9741,"That one person who always needs help - it 's nice to be there for people and having someone there for you when you need them . However , there are a few people who are constantly in need of help and have reached a stage where they ca n't get even the simplest of things done independently . We 're not sure what to call them though , since they always manage to get their work done while you sit there wondering how , even after a day of hard work your checklist remains untouched . We wonder ! Tell them to get an assistant , if they ca n't afford that , there are always interns.",in-need,pk,0,1,0.9178457,False,False Positive (wrongly flagged)
10120,"It 's about time . I do n't understand why rural people , also Chinese citizens , are put into such disadvantageous positions for so long . After all , it 's the rural and migrant people who are putting in the fuel for China 's advances . <h> About China Real Time Report",migrant,hk,0,1,0.91275865,False,False Positive (wrongly flagged)
8890,The dream of a social protection plan whose role is to protect the elderly and the disabled from extreme forms of poverty through monthly stipends is quickly becoming a reality in Kenya .,disabled,ke,0,1,0.9117402,False,False Positive (wrongly flagged)
9634,"AIRTEL Sales Officer for Lake Zone , Emmanuel Raphael and the Manager Joel Laizer hand over a donation of food items to Sarnaa Islamic Orphanage Centre children for Iftar in Mwanza recently . Airtel has set 10m/- to support children who are living in vulnerable environment in various centres countrwide . ( Photos by Staff Photographer )",vulnerable,tz,0,1,0.91093826,False,False Positive (wrongly flagged)
10193,"They complain about the high murder rate and gun violence in Jamaica , and now that you have taken steps to attack these criminals and the hopelessness and hardships they bring to innocent people and the very real negative impact they have on economic growth , some are complaining . And if you do nothing , they complain .",hopeless,jm,0,1,0.9105447,False,False Positive (wrongly flagged)
9527,"In addition , it gives the usually "" dark "" topic a bracingly illuminating spin , as it urges viewers to value life , and points out that suicide may "" solve "" a hopeless person 's problems -- but takes a terrible toll on his loved ones !",hopeless,ph,0,1,0.91012764,False,False Positive (wrongly flagged)
9809,""" Fourteen goats were slaughtered for aqiqah and distributed to 95 poor families in Bohar Fara , while MyCare also provided food baskets to 95 poor families in the village of Ohn Rey Paw , "" Abdul Hafidz said in a statement .",poor-families,my,0,1,0.90828544,False,False Positive (wrongly flagged)
9540,"She added : "" I am really happy with the awards , but I just want to help those in need . """,in-need,gb,0,1,0.9052029,False,False Positive (wrongly flagged)
8908,Canadian coffee giant apologises after store owner pours bucket of water over sleeping homeless man and his dog,homeless,gb,0,1,0.9005604,False,False Positive (wrongly flagged)
9752,"A refugee child cries as she is searched by police at the Syria-Turkey border , where 16 refugees ( including three children ) have been shot dead in the last four months",refugee,gb,0,1,0.8970928,False,False Positive (wrongly flagged)
9393,"The gift of new life can sometimes distress pregnant women and new mums , but a new free app may help them cope , say two leading mental health advocates .",women,au,0,1,0.8857764,False,False Positive (wrongly flagged)
9722,"Young people are too often at the sharp end of poverty , either as children of poor families , or as young people trying to live independent lives . Families with children are more likely to live in poverty than others due to the falling level of benefit income , but also due to low wages and increasing costs , given how prices are rising at the moment .",poor-families,au,0,1,0.8800716,False,False Positive (wrongly flagged)
8757,He also said there were groups of people who were everyday on the run for their lives as refugees because of discrimination caused by human beings .,refugee,tz,0,1,0.87997603,False,False Positive (wrongly flagged)
9301,*Are the aspirations of the Ghanaian Youth being fulfilled ? *What conscious opportunities are available to the Youth ? *Does Government have good intentions for the Ghanaian Youth ? *What are the possible consequences when the Youth are hopelessly hopeless ?,hopeless,gh,0,1,0.869086,False,False Positive (wrongly flagged)
8732,"The leadership crisis rocking the opposition Peoples Democratic Party ( PDP ) has taken a new dimension this year , with the workers of the party crying out that they have been living like refugees since the party lost the 2015 general election and got enmeshed in a protracted leadership crisis .",refugee,ng,0,1,0.8569963,False,False Positive (wrongly flagged)
9178,"Throughout the hearings , the court operated efficiently , providing translators to whoever needed them , offering brief consultations with the Public Defender and assistance for the mentally disabled . Both the judge and the prosecutor seemed genuinely interested in delivering justice and were patient , fair and even , at times , compassionate towards the accused .",disabled,us,0,1,0.8512781,False,False Positive (wrongly flagged)
8924,""" Protecting the disadvantaged members of our community is a cardinal role of any government and my administration in partnership with religious leaders will carry out fresh mapping of vulnerable members of our society and use the data to draw up a deliberate plan to support them , "" he said .",vulnerable,ke,0,1,0.84480095,False,False Positive (wrongly flagged)
10310,Chan has for some time been giving free meals to the homeless and elderly who live in the district . He accepts sponsorships for the meal boxes .,homeless,hk,0,1,0.84354246,False,False Positive (wrongly flagged)
8998,""" It 's a hopeless situation , "" said the aid worker . "" You treat the children who are sick , and then they fall ill again because they are not getting the right food . """,hopeless,in,0,1,0.8418164,False,False Positive (wrongly flagged)
9082,"It 's easy to dismiss the peace and love message as corny and pass ? , but Powers is convincing when she speaks of "" valuing people over things "" , and her beliefs are proven later when I learn of her considerable financial support of Taking it to the Streets , a charity helping vulnerable homeless youths , of whom there are many . ( This is depressing given the torrent of wealth pouring into the city from nearby Silicon Valley . If the Summer of Love set out to end stark inequality in its own community , it appears to have failed , despite the efforts of people like Powers . )",vulnerable,gb,0,1,0.8360039,False,False Positive (wrongly flagged)
10000,"The University of Technology , Jamaica through its USAID-funded Fi Wi Jamaica Project on international Human Rights Day , Thursday , December 10 , 2015 honoured ten ( 10 ) ? unsung heroes ? and one ( 1 ) institution for their transformative and enduring humanitarian work in influencing the way that Jamaican society values the most vulnerable . The awards were presented at the 2nd Annual Essence of Humanity Ubuntu Awards ceremony held at the PCJ auditorium , New Kingston .",vulnerable,jm,0,1,0.83505297,False,False Positive (wrongly flagged)
9482,"It starts at the airport . The quiet belief in lines , the air of solicitousness that creeps in almost imperceptibly , the deference to women , children , the disabled or senior citizens . Indians on the verge of leaving India always seem to have a switch that mysteriously turns on or off just before those international flights turn on their boarding signs .",disabled,in,0,1,0.8171361,False,False Positive (wrongly flagged)
8591,His friends at the Chevron want people to know he was n't just a faceless homeless person . He was their friend and their family .,homeless,us,0,1,0.78087604,False,False Positive (wrongly flagged)
9218,"There are also financial barriers . The $3 cost of a mosquito net can be a deterrent to poor families that earn only $1 a day . "" If they have to choose between food and a mosquito net , they choose food , "" said Kalil Sagno , head of child survival for UNICEF in Katanga and two other provinces .",poor-families,ca,0,1,0.7534084,False,False Positive (wrongly flagged)
9700,"One organization trying to make a difference in Phnom Penh is Action Cambodge Handicap ( ACH ) . This small non-governmental organization ( NGO ) focuses on providing mentally disabled adults with a community or family where they can live , learn and work .",disabled,sg,0,1,0.7072698,False,False Positive (wrongly flagged)
10453,"Provincial Minister Schools Education Rana Mashhood Ahmad Khan has said that the Punjab government under the leadership of Chief Minister Shehbaz Sharif is making investment in the youth for the bright future and the distribution of laptops is the part of this strategy . He said the PML-N government in Punjab in 1998 had eliminated "" booti mafia "" and freed the education system from the influence of the aristocracy and from 2008 revolutionary measures are being taken to improve the education system due to which students even from poor families are getting education in top institutions in Pakistan and abroad . He expressed these views while addressing the laptop distribution ceremony held at the Government Viqar-un-Nisa College . In the fourth phase of the laptop distribution 2730 laptops will be distributed among talented students of Rawalpindi district . MNA Malik Abrar , MPA and Parliamentary Secretary Ch Sarfarz Afzal , MPA Sobia Satti , acting Commissioner Rawalpindi Talat Mehmood Gondal , additional secretary HEC Ajmal Bhatti , students and teachers were present in large number .",poor-families,pk,0,1,0.6627507,False,False Positive (wrongly flagged)
9331,"In Gill Hoffs latest book , she takes us on a fascinating voyage across the sea . In this vivid account of life aboard a 19th century emigrant ship -- with it diverse assemblage of life -- a searing tale of hopeful passengers emerges who find their fates are bound together by the utterly self-serving actions of their captain .",migrant,ie,0,1,0.64549214,False,False Positive (wrongly flagged)
8634,Sherk said the public and organizations like the Salvation Army have also been dropping off warm clothes for the men since word got out that they were in need .,in-need,ca,0,1,0.58575386,False,False Positive (wrongly flagged)
9137,""" It ranges from members of the Oireachtas , the clergy , the judiciary to people who are socially deprived , physically disabled and people who may be regarded as unattractive and may not be able to meet people . """,disabled,ie,0,1,0.5166416,False,False Positive (wrongly flagged)
10444,"Desertification which affects Yunusari , Yusufari , Karasuwa , Machina , Geidam and Bursari local government areas is increasingly diminishing the space for agricultural activities and livestock development . For many years , Yobe state has been screaming and asking for help to deal with desertification because it is depriving many poor families of their means of livelihood and even shelter . One needs to just visit Tulo-Tulo in Yusufari Local Government Area to have a picture of the disaster that is making life more difficult every day for thousands of families .",poor-families,ng,0,1,0.5052994,False,False Positive (wrongly flagged)
10026,"Later both visited : 1 ) Afzaal Memorial Thalassemia Foundation where they donated blood for Thalassemia major children , 2 ) Stanmore School for Independence Day event , 3 ) Markaz-e-Umeed school for special children , 4 ) Dar-ul-Sakoon for children with mental and physical challenges , 5 ) PAF Museum to attend Independence Day celebrations organized by Pakistan Academic Consortium , and 6 ) Bint-e-Fatima Old Home ( Trust ) for homeless women .",homeless,pk,0,1,0.50247365,False,False Positive (wrongly flagged)
582,"It 's calculated that over 204,000 days of purpose-built residential accommodation to otherwise potentially homeless elderly men and women have been delivered by this personally driven altruistic act alone .",homeless,ie,1,0,0.44198593,False,False Negative (missed PCL)
9998,""" In addition , the Members of Parliament will visit two projects that focus on the inclusion of street children and victims of acid attacks to demonstrate their solidarity with those vulnerable groups in need of support . Finally , on April 29 the delegation will brief the journalists on the outcome of the visit at a press conference . """,in-need,bd,1,0,0.4152961,False,False Negative (missed PCL)
808,He wants more done now to help those in need .,in-need,nz,1,0,0.3659256,False,False Negative (missed PCL)
2196,""" It 's the largest humanitarian tragedy of our time , "" Ninette Kelley , the UN high commissioner for refugees ' representative to Lebanon , told the Guardian earlier this month in an interview . "" We do not want the world to forget that people are suffering here . """,refugee,gb,1,0,0.3084968,False,False Negative (missed PCL)
3213,Hollywood star Leo Di Caprio urges help for reuniting immigrant children with their families,immigrant,sg,1,0,0.2875276,False,False Negative (missed PCL)
1137,"The retailer footwear company on a mission to democratise fashion , design and the latest ideas in footwear and accessories globally , has shown its commitment to Jamaica by again providing shoes for children in need during the Christmas season .",in-need,jm,1,0,0.27114254,False,False Negative (missed PCL)
734,"Her house now holds the memories and keepsakes of a migrant 's life well lived , selflessly offering her home and love to more than 100 British foster children and making history in the process -- along with her late husband -- - by being the first black couple in the Lambeth Council in South London to be allowed to foster white children .",migrant,jm,1,0,0.2675377,False,False Negative (missed PCL)
4227,"We have done a great deal of work but the biggest thing we have done is to make the ministry a powerful tool for the protection of women ... Over the last four years , every time somebody comes up with a good idea or proposes an area in which women need help , we have adopted it immediately . We have been doing two things -- policymaking , which also pushes other ministries , and looking at individual cases of suffering . For me , both components are equally important .",women,in,1,0,0.2418051,False,False Negative (missed PCL)
5506,""" We know Uber partners with an extensive network of drivers , and Plunket nurses support some of our most vulnerable families . Working together , we can make it simple for people to help out and make a difference , "" Jarvie says .",vulnerable,nz,1,0,0.22394069,False,False Negative (missed PCL)
3025,"From a spiritual perspective , fasting is a time for the believer to rely on God , to give thanks and to think of others who are in need .",in-need,us,1,0,0.201072,False,False Negative (missed PCL)
6995,"Many celebrities wore blue ribbons to support the American Civil Liberties Union , which is seeking to shed light on the plight of young immigrants facing the potential of being deported .",immigrant,ph,1,0,0.18170875,False,False Negative (missed PCL)
3265,"The Turkish Ambassador to Tanzania Ali Davutoglu has called on civil society groups and Tanzanians in general to join hands in helping orphans and vulnerable children , saying such responsibilities should not be left for the government alone .",vulnerable,tz,1,0,0.17760265,False,False Negative (missed PCL)
3297,""" We believe in the ability of young women to achieve great things , both for themselves and for Tanzania , "" he added .",women,tz,1,0,0.17623329,False,False Negative (missed PCL)
5593,""" Let us make this occasion more meaningful by offering aid to others , especially to those in need . Let us pray for the welfare and safety of our countrymen and for lasting peace in our nation so that we can all work together in harmony towards real change , "" he said .",in-need,ph,1,0,0.17210947,False,False Negative (missed PCL)
4046,We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .,hopeless,us,1,0,0.16450688,False,False Negative (missed PCL)
1090,Mum living in homeless shelter has ' nowhere to bring boys on Christmas day ' <h> ' panicked ',homeless,ie,1,0,0.15891977,False,False Negative (missed PCL)
2848,Camfed would like to see this trend reversed . It would like to see more girls in school . Basic Education Statistics in Tanzania ( BEST 2010 ) show that only 18 percent of girls have completed secondary school education . This is why Camfed supports girls from poor families to obtain secondary education and its efforts have seen many go to university .,poor-families,tz,1,0,0.15764672,False,False Negative (missed PCL)
9119,"NEW DELHI : Activists and medical professionals have lauded the government 's move to increase the ambit of the disabled list to offer benefits to acid attack survivors , those suffering from chronic neurological conditions , and haemophilia and sickle cell anaemia patients . This , they said , will help in integrating them into society .",disabled,in,1,0,0.13676298,False,False Negative (missed PCL)
